0.01,4.80375
0.05,5.602083333
0.1,6.400416667
0.2,7.797916667
0.5,10.59208333
1,13.12041667
1.5,14.65041667
2,15.51541667
2.5,16.24708333
3,16.325
3.5,16.40291667
4,16.48083333
4.5,16.55875
5,16.63666667
5.5,16.71458333
6,16.7925
6.5,16.87041667
7,16.94833333
7.5,17.02625
8,17.10416667
8.5,17.18208333
9,17.26
9.5,17.33791667
10,17.41583333
10.5,17.49375
11,17.57166667
11.5,17.64958333
12,17.7275
12.5,17.80541667
13,17.88333333
13.5,17.96125
14,18.03916667
14.5,18.11708333
15,18.195
15.5,18.27291667
16,18.35083333
16.5,18.42875
17,18.50666667
17.5,18.58458333
18,18.6625
18.5,18.74041667
19,18.81833333
19.5,18.89625
20,19.17458333
